,country,year,gender,gold,silver,bronze,total
1347,Sweden,1956,female,0,0,1,1
1348,Soviet Union,1960,female,11,7,7,25
1349,United States,1960,female,5,3,1,9
1350,Germany,1960,female,3,4,4,11
1351,Great Britain,1960,female,1,4,3,8
1352,Australia,1960,female,1,1,1,3
1353,Czechoslovakia,1960,female,1,1,0,2
1354,Romania,1960,female,1,0,2,3
1355,Poland,1960,female,0,2,1,3
1356,Netherlands,1960,female,0,1,1,2
1357,Sweden,1960,female,0,1,0,1
1358,Italy,1960,female,0,0,1,1
1359,Japan,1960,female,0,0,1,1
1360,United States,1964,female,7,6,7,20
1361,Soviet Union,1964,female,7,4,10,21
1362,Czechoslovakia,1964,female,3,0,0,3
1363,Germany,1964,female,2,5,0,7
1364,Great Britain,1964,female,2,2,0,4
1365,Australia,1964,female,2,1,3,6
1366,Romania,1964,female,2,1,1,4
1367,Hungary,1964,female,1,2,1,4
1368,Poland,1964,female,0,3,1,4
1369,France,1964,female,0,2,0,2
1370,Netherlands,1964,female,0,1,0,1
1371,Italy,1964,female,0,0,1,1
1372,New Zealand,1964,female,0,0,1,1
1373,United States,1968,female,12,8,10,30
1374,Czechoslovakia,1968,female,6,1,0,7
1375,Soviet Union,1968,female,4,5,10,19
1376,Australia,1968,female,2,2,2,6
1377,Romania,1968,female,2,2,1,5
1378,East Germany,1968,female,1,4,1,6
1379,West Germany,1968,female,1,2,0,3
1380,Yugoslavia,1968,female,1,1,0,2
1381,Hungary,1968,female,1,0,3,4
1382,Netherlands,1968,female,1,0,1,2
1383,Poland,1968,female,1,0,1,2
1384,France,1968,female,1,0,0,1
1385,Great Britain,1968,female,0,3,0,3
1386,Canada,1968,female,0,2,0,2
1387,Austria,1968,female,0,1,1,2
1388,Mexico,1968,female,0,1,1,2
1389,Chinese Taipei,1968,female,0,0,1,1
1390,East Germany,1972,female,8,8,7,23
1391,United States,1972,female,8,5,6,19
1392,Soviet Union,1972,female,7,6,6,19
1393,Australia,1972,female,5,3,2,10
1394,West Germany,1972,female,4,3,1,8
1395,Italy,1972,female,1,1,3,5
1396,Great Britain,1972,female,1,1,0,2
1397,Sweden,1972,female,1,1,0,2
1398,Japan,1972,female,1,0,0,1
1399,Bulgaria,1972,female,0,2,2,4
1400,Hungary,1972,female,0,2,2,4
1401,Romania,1972,female,0,2,0,2
1402,Canada,1972,female,0,1,1,2
1403,Czechoslovakia,1972,female,0,1,1,2
1404,Poland,1972,female,0,1,1,2
1405,Netherlands,1972,female,0,1,0,1
1406,Austria,1972,female,0,0,1,1
1407,Cuba,1972,female,0,0,1,1
1408,East Germany,1976,female,19,11,7,37
1409,Soviet Union,1976,female,6,10,8,24
1410,Romania,1976,female,3,1,2,6
1411,United States,1976,female,2,6,5,13
1412,Bulgaria,1976,female,1,2,1,4
1413,West Germany,1976,female,1,2,1,4
1414,Hungary,1976,female,1,0,2,3
1415,Poland,1976,female,1,0,0,1
1416,Switzerland,1976,female,1,0,0,1
1417,Italy,1976,female,0,2,0,2
1418,Canada,1976,female,0,1,4,5
1419,Sweden,1976,female,0,1,0,1
1420,Netherlands,1976,female,0,0,2,2
1421,Czechoslovakia,1976,female,0,0,1,1
1422,East Germany,1980,female,16,15,16,47
1423,Soviet Union,1980,female,12,11,11,34
1424,Romania,1980,female,3,2,2,7
1425,Australia,1980,female,1,0,1,2
1426,Austria,1980,female,1,0,0,1
1427,Cuba,1980,female,1,0,0,1
1428,France,1980,female,1,0,0,1
1429,Italy,1980,female,1,0,0,1
1430,Bulgaria,1980,female,0,2,0,2
1431,Poland,1980,female,0,1,3,4
1432,Czechoslovakia,1980,female,0,1,0,1
1433,Great Britain,1980,female,0,1,0,1
1434,Hungary,1980,female,0,1,0,1
1435,Denmark,1980,female,0,0,1,1
1436,Finland,1980,female,0,0,1,1
1437,Jamaica,1980,female,0,0,1,1
1438,United States,1984,female,20,22,8,50
1439,Romania,1984,female,8,5,7,20
1440,Canada,1984,female,4,2,1,7
1441,People's Republic of China,1984,female,4,1,1,6
1442,Netherlands,1984,female,3,0,4,7
1443,West Germany,1984,female,2,3,6,11
1444,Great Britain,1984,female,1,3,6,10
1445,Australia,1984,female,1,2,3,6
1446,Italy,1984,female,1,2,1,4
1447,Republic of Korea,1984,female,1,0,1,2
1448,Morocco,1984,female,1,0,0,1
1449,Sweden,1984,female,1,0,0,1
1450,Denmark,1984,female,0,1,0,1
1451,Finland,1984,female,0,1,0,1
1452,Norway,1984,female,0,1,0,1
1453,Belgium,1984,female,0,0,2,2
1454,France,1984,female,0,0,2,2
1455,Jamaica,1984,female,0,0,2,2
1456,Japan,1984,female,0,0,1,1
1457,Portugal,1984,female,0,0,1,1
1458,Switzerland,1984,female,0,0,1,1
1459,East Germany,1988,female,12,15,13,40
1460,Soviet Union,1988,female,10,6,12,28
1461,United States,1988,female,8,4,8,20
1462,Romania,1988,female,4,4,3,11
1463,West Germany,1988,female,4,3,2,9
1464,People's Republic of China,1988,female,3,5,3,11
1465,Bulgaria,1988,female,3,4,5,12
1466,Australia,1988,female,1,1,1,3
1467,Republic of Korea,1988,female,1,1,1,3
1468,Hungary,1988,female,1,1,0,2
1469,Yugoslavia,1988,female,1,0,1,2
1470,Canada,1988,female,1,0,0,1
1471,Netherlands,1988,female,1,0,0,1
1472,Portugal,1988,female,1,0,0,1
1473,Great Britain,1988,female,0,2,2,4
1474,France,1988,female,0,1,1,2
1475,Japan,1988,female,0,1,1,2
1476,Argentina,1988,female,0,1,0,1
1477,Costa Rica,1988,female,0,1,0,1
1478,Jamaica,1988,female,0,1,0,1
1479,Poland,1988,female,0,0,1,1
1480,Switzerland,1988,female,0,0,1,1
1481,People's Republic of China,1992,female,11,10,6,27
1482,Unified Team,1992,female,9,11,7,27
1483,United States,1992,female,9,9,14,32
1484,Germany,1992,female,8,5,8,21
1485,Hungary,1992,female,4,3,0,7
1486,Republic of Korea,1992,female,3,2,1,6
1487,France,1992,female,3,1,3,7
1488,Romania,1992,female,3,1,2,6
1489,Spain,1992,female,2,2,1,5
1490,Cuba,1992,female,2,1,4,7
1491,Japan,1992,female,1,4,3,8
1492,Australia,1992,female,1,3,5,9
1493,Great Britain,1992,female,1,1,2,4
1494,Italy,1992,female,1,1,0,2
1495,Netherlands,1992,female,1,0,4,5
1496,Canada,1992,female,1,0,2,3
1497,New Zealand,1992,female,1,0,1,2
1498,Algeria,1992,female,1,0,0,1
1499,Estonia,1992,female,1,0,0,1
1500,Ethiopia,1992,female,1,0,0,1
1501,Greece,1992,female,1,0,0,1
1502,Indonesia,1992,female,1,0,0,1
1503,Norway,1992,female,1,0,0,1
1504,Bulgaria,1992,female,0,3,2,5
1505,Jamaica,1992,female,0,2,1,3
1506,Belgium,1992,female,0,1,1,2
1507,Independent Olympic Athletes,1992,female,0,1,1,2
1508,Israel,1992,female,0,1,0,1
1509,South Africa,1992,female,0,1,0,1
1510,Poland,1992,female,0,0,2,2
1511,Colombia,1992,female,0,0,1,1
1512,Democratic People's Republic of Korea,1992,female,0,0,1,1
1513,Mongolia,1992,female,0,0,1,1
1514,Türkiye,1992,female,0,0,1,1
1515,United States,1996,female,8,8,10,26
1516,People's Republic of China,1996,female,7,7,4,18
1517,France,1996,female,7,3,4,14
1518,Russian Federation,1996,female,6,7,2,15
1519,Ukraine,1996,female,4,1,3,8
1520,Germany,1996,female,3,7,5,15
1521,Republic of Korea,1996,female,3,2,1,6
1522,Ireland,1996,female,3,0,1,4
1523,Italy,1996,female,2,4,5,11
1524,Romania,1996,female,2,3,4,9
1525,Hungary,1996,female,2,0,3,5
1526,South Africa,1996,female,2,0,1,3
1527,Australia,1996,female,1,4,3,8
1528,Cuba,1996,female,1,2,3,6
1529,Japan,1996,female,1,2,2,5
1530,Jamaica,1996,female,1,2,0,3
1531,Belarus,1996,female,1,1,1,3
1532,Belgium,1996,female,1,1,1,3
1533,Bulgaria,1996,female,1,1,1,3
1534,Poland,1996,female,1,1,1,3
1535,Czechia,1996,female,1,0,2,3
1536,Nigeria,1996,female,1,0,2,3
1537,Denmark,1996,female,1,0,1,2
1538,Ethiopia,1996,female,1,0,1,2
1539,Serbia and Montenegro,1996,female,1,0,1,2
1540,Costa Rica,1996,female,1,0,0,1
1541,Democratic People's Republic of Korea,1996,female,1,0,0,1
1542,Finland,1996,female,1,0,0,1
1543,"Hong Kong, China",1996,female,1,0,0,1
1544,Portugal,1996,female,1,0,0,1
1545,Sweden,1996,female,1,0,0,1
1546,Syrian Arab Republic,1996,female,1,0,0,1
1547,Canada,1996,female,0,4,3,7
1548,Netherlands,1996,female,0,3,5,8
1549,New Zealand,1996,female,0,2,0,2
1550,Spain,1996,female,0,1,2,3
1551,Indonesia,1996,female,0,1,1,2
1552,Chinese Taipei,1996,female,0,1,0,1
1553,Greece,1996,female,0,1,0,1
1554,Kenya,1996,female,0,1,0,1
1555,Slovenia,1996,female,0,1,0,1
1556,Austria,1996,female,0,0,1,1
1557,Great Britain,1996,female,0,0,1,1
1558,Mozambique,1996,female,0,0,1,1
1559,Norway,1996,female,0,0,1,1
1560,People's Republic of China,2000,female,13,6,7,26
1561,United States,2000,female,9,4,11,24
1562,Russian Federation,2000,female,7,13,6,26
1563,Netherlands,2000,female,7,2,0,9
1564,Italy,2000,female,5,2,3,10
1565,Romania,2000,female,4,5,5,14
1566,Australia,2000,female,3,5,4,12
1567,France,2000,female,3,5,3,11
1568,Republic of Korea,2000,female,3,2,4,9
1569,Great Britain,2000,female,3,1,4,8
1570,Belarus,2000,female,3,1,3,7
1571,Japan,2000,female,2,3,4,9
1572,Cuba,2000,female,2,3,1,6
1573,Ukraine,2000,female,2,2,2,6
1574,Hungary,2000,female,2,1,1,4
1575,Bulgaria,2000,female,2,1,0,3
1576,Poland,2000,female,2,1,0,3
1577,Germany,2000,female,1,4,6,11
1578,Sweden,2000,female,1,2,1,4
1579,Switzerland,2000,female,1,2,1,4
1580,Norway,2000,female,1,2,0,3
1581,Ethiopia,2000,female,1,1,1,3
1582,Spain,2000,female,1,0,3,4
1583,Lithuania,2000,female,1,0,1,2
1584,Algeria,2000,female,1,0,0,1
1585,Azerbaijan,2000,female,1,0,0,1
1586,Colombia,2000,female,1,0,0,1
1587,Czechia,2000,female,1,0,0,1
1588,Kazakhstan,2000,female,1,0,0,1
1589,Mexico,2000,female,1,0,0,1
1590,Mozambique,2000,female,1,0,0,1
1591,The Bahamas,2000,female,1,0,0,1
1592,Jamaica,2000,female,0,3,2,5
1593,Greece,2000,female,0,3,1,4
1594,Nigeria,2000,female,0,2,0,2
1595,Slovakia,2000,female,0,2,0,2
1596,Canada,2000,female,0,1,3,4
1597,Chinese Taipei,2000,female,0,1,3,4
1598,Indonesia,2000,female,0,1,2,3
1599,Democratic People's Republic of Korea,2000,female,0,1,1,2
1600,South Africa,2000,female,0,1,1,2
1601,Austria,2000,female,0,1,0,1
1602,Denmark,2000,female,0,1,0,1
1603,Ireland,2000,female,0,1,0,1
1604,Serbia and Montenegro,2000,female,0,1,0,1
1605,Sri Lanka,2000,female,0,1,0,1
1606,Vietnam,2000,female,0,1,0,1
1607,Belgium,2000,female,0,0,2,2
1608,Costa Rica,2000,female,0,0,2,2
1609,Argentina,2000,female,0,0,1,1
1610,Iceland,2000,female,0,0,1,1
1611,India,2000,female,0,0,1,1
1612,Kenya,2000,female,0,0,1,1
1613,Morocco,2000,female,0,0,1,1
1614,New Zealand,2000,female,0,0,1,1
1615,Portugal,2000,female,0,0,1,1
1616,Thailand,2000,female,0,0,1,1
1617,Türkiye,2000,female,0,0,1,1
1618,People's Republic of China,2004,female,13,8,8,29
1619,Japan,2004,female,9,2,3,14
1620,Russian Federation,2004,female,8,11,9,28
1621,United States,2004,female,6,12,9,27
1622,Australia,2004,female,6,5,6,17
1623,Ukraine,2004,female,5,1,3,9
1624,Romania,2004,female,4,2,2,8
1625,Hungary,2004,female,4,1,0,5
1626,France,2004,female,3,6,5,14
1627,Germany,2004,female,3,4,5,12
1628,Netherlands,2004,female,3,3,3,9
1629,Cuba,2004,female,2,3,5,10
1630,Republic of Korea,2004,female,2,3,3,8
1631,Greece,2004,female,2,3,1,6
1632,Great Britain,2004,female,2,0,5,7
1633,Thailand,2004,female,2,0,3,5
1634,Norway,2004,female,2,0,0,2
1635,Italy,2004,female,1,4,2,7
1636,Canada,2004,female,1,3,1,5
1637,Poland,2004,female,1,2,3,6
1638,Belarus,2004,female,1,2,2,5
1639,Ethiopia,2004,female,1,1,2,4
1640,Zimbabwe,2004,female,1,1,1,3
1641,Austria,2004,female,1,1,0,2
1642,Bulgaria,2004,female,1,0,2,3
1643,Belgium,2004,female,1,0,1,2
1644,Jamaica,2004,female,1,0,1,2
1645,The Bahamas,2004,female,1,0,1,2
1646,Cameroon,2004,female,1,0,0,1
1647,Chinese Taipei,2004,female,1,0,0,1
1648,New Zealand,2004,female,1,0,0,1
1649,Slovakia,2004,female,1,0,0,1
1650,Sweden,2004,female,1,0,0,1
1651,Türkiye,2004,female,1,0,0,1
1652,Democratic People's Republic of Korea,2004,female,0,3,0,3
1653,Czechia,2004,female,0,2,2,4
1654,Mexico,2004,female,0,2,1,3
1655,Kenya,2004,female,0,2,0,2
1656,Spain,2004,female,0,1,2,3
1657,Indonesia,2004,female,0,1,0,1
1658,Latvia,2004,female,0,1,0,1
1659,Lithuania,2004,female,0,1,0,1
1660,Morocco,2004,female,0,1,0,1
1661,Serbia and Montenegro,2004,female,0,1,0,1
1662,South Africa,2004,female,0,1,0,1
1663,Azerbaijan,2004,female,0,0,2,2
1664,Colombia,2004,female,0,0,2,2
1665,Slovenia,2004,female,0,0,2,2
1666,Argentina,2004,female,0,0,1,1
1667,Denmark,2004,female,0,0,1,1
1668,Switzerland,2004,female,0,0,1,1
1669,Venezuela,2004,female,0,0,1,1
1670,People's Republic of China,2008,female,18,5,14,37
1671,United States,2008,female,9,18,14,41
1672,Russian Federation,2008,female,7,5,4,16
1673,Great Britain,2008,female,6,4,8,18
1674,Australia,2008,female,5,5,4,14
1675,Germany,2008,female,5,3,4,12
1676,Italy,2008,female,4,3,3,10
1677,Japan,2008,female,4,2,4,10
1678,Republic of Korea,2008,female,3,4,2,9
1679,Jamaica,2008,female,3,3,2,8
1680,Romania,2008,female,3,1,0,4
1681,Kenya,2008,female,2,3,2,7
1682,Ukraine,2008,female,2,2,4,8
1683,Democratic People's Republic of Korea,2008,female,2,2,1,5
1684,Netherlands,2008,female,2,1,2,5
1685,Czechia,2008,female,2,1,0,3
1686,Ethiopia,2008,female,2,1,0,3
1687,Cuba,2008,female,1,5,4,10
1688,Canada,2008,female,1,3,3,7
1689,Zimbabwe,2008,female,1,3,0,4
1690,France,2008,female,1,2,3,6
1691,Thailand,2008,female,1,1,2,4
1692,Kazakhstan,2008,female,1,1,1,3
1693,Bulgaria,2008,female,1,1,0,2
1694,Chinese Taipei,2008,female,1,1,0,2
1695,Slovakia,2008,female,1,1,0,2
1696,Brazil,2008,female,1,0,2,3
1697,Mexico,2008,female,1,0,1,2
1698,Belgium,2008,female,1,0,0,1
1699,Cameroon,2008,female,1,0,0,1
1700,Finland,2008,female,1,0,0,1
1701,New Zealand,2008,female,1,0,0,1
1702,Norway,2008,female,0,2,1,3
1703,Croatia,2008,female,0,1,3,4
1704,Belarus,2008,female,0,1,2,3
1705,Colombia,2008,female,0,1,1,2
1706,Nigeria,2008,female,0,1,1,2
1707,Poland,2008,female,0,1,1,2
1708,Slovenia,2008,female,0,1,1,2
1709,Spain,2008,female,0,1,1,2
1710,Lithuania,2008,female,0,1,0,1
1711,Mongolia,2008,female,0,1,0,1
1712,Portugal,2008,female,0,1,0,1
1713,Samoa,2008,female,0,1,0,1
1714,Sweden,2008,female,0,1,0,1
1715,Türkiye,2008,female,0,1,0,1
1716,Austria,2008,female,0,0,2,2
1717,Indonesia,2008,female,0,0,2,2
1718,Algeria,2008,female,0,0,1,1
1719,Argentina,2008,female,0,0,1,1
1720,Azerbaijan,2008,female,0,0,1,1
1721,Denmark,2008,female,0,0,1,1
1722,Egypt,2008,female,0,0,1,1
1723,Georgia,2008,female,0,0,1,1
1724,Hungary,2008,female,0,0,1,1
1725,Morocco,2008,female,0,0,1,1
1726,Switzerland,2008,female,0,0,1,1
1727,Uzbekistan,2008,female,0,0,1,1
1728,Venezuela,2008,female,0,0,1,1
1729,United States,2012,female,19,9,12,40
1730,People's Republic of China,2012,female,16,17,11,44
1731,Great Britain,2012,female,6,5,5,16
1732,Russian Federation,2012,female,4,11,10,25
1733,France,2012,female,4,3,6,13
1734,Japan,2012,female,4,3,4,11
1735,Republic of Korea,2012,female,4,0,1,5
1736,Netherlands,2012,female,3,2,3,8
1737,Ethiopia,2012,female,3,1,2,6
1738,Australia,2012,female,2,4,5,11
1739,Spain,2012,female,2,3,3,8
1740,Italy,2012,female,2,1,3,6
1741,Canada,2012,female,2,1,1,4
1742,Czechia,2012,female,2,1,1,4
1743,New Zealand,2012,female,2,1,0,3
1744,Hungary,2012,female,2,0,2,4
1745,Democratic People's Republic of Korea,2012,female,2,0,1,3
1746,Lithuania,2012,female,2,0,1,3
1747,Romania,2012,female,1,3,0,4
1748,Ukraine,2012,female,1,2,5,8
1749,Cuba,2012,female,1,2,1,4
1750,Colombia,2012,female,1,1,3,5
1751,Jamaica,2012,female,1,1,2,4
1752,Poland,2012,female,1,1,1,3
1753,Serbia,2012,female,1,1,0,2
1754,Brazil,2012,female,1,0,3,4
1755,Kazakhstan,2012,female,1,0,3,4
1756,Chinese Taipei,2012,female,1,0,1,2
1757,Croatia,2012,female,1,0,1,2
1758,South Africa,2012,female,1,0,1,2
1759,Bahrain,2012,female,1,0,0,1
1760,Ireland,2012,female,1,0,0,1
1761,Slovenia,2012,female,1,0,0,1
1762,Switzerland,2012,female,1,0,0,1
1763,Tunisia,2012,female,1,0,0,1
1764,Germany,2012,female,0,7,3,10
1765,Kenya,2012,female,0,3,3,6
1766,Belarus,2012,female,0,2,2,4
1767,Bulgaria,2012,female,0,2,0,2
1768,Sweden,2012,female,0,2,0,2
1769,Mexico,2012,female,0,1,4,5
1770,Thailand,2012,female,0,1,2,3
1771,Azerbaijan,2012,female,0,1,1,2
1772,Slovakia,2012,female,0,1,1,2
1773,Denmark,2012,female,0,1,0,1
1774,Egypt,2012,female,0,1,0,1
1775,Finland,2012,female,0,1,0,1
1776,Indonesia,2012,female,0,1,0,1
1777,Türkiye,2012,female,0,1,0,1
1778,Belgium,2012,female,0,0,2,2
1779,India,2012,female,0,0,2,2
1780,Cameroon,2012,female,0,0,1,1
1781,"Hong Kong, China",2012,female,0,0,1,1
1782,Malaysia,2012,female,0,0,1,1
1783,Mongolia,2012,female,0,0,1,1
1784,Singapore,2012,female,0,0,1,1
1785,Tajikistan,2012,female,0,0,1,1
1786,United States,2016,female,19,15,14,48
1787,People's Republic of China,2016,female,9,8,14,31
1788,Japan,2016,female,6,1,7,14
1789,Netherlands,2016,female,5,2,2,9
1790,Hungary,2016,female,5,1,2,8
1791,Russian Federation,2016,female,4,9,5,18
1792,Great Britain,2016,female,4,7,6,17
1793,Republic of Korea,2016,female,4,1,2,7
1794,Spain,2016,female,4,1,2,7
1795,France,2016,female,3,6,0,9
1796,Kenya,2016,female,3,3,1,7
1797,Canada,2016,female,3,1,5,9
1798,Australia,2016,female,3,1,3,7
1799,Germany,2016,female,2,4,3,9
1800,Sweden,2016,female,2,2,3,7
1801,Colombia,2016,female,2,1,1,4
1802,Thailand,2016,female,2,1,1,4
1803,Jamaica,2016,female,2,0,2,4
1804,Croatia,2016,female,2,0,1,3
1805,Greece,2016,female,2,0,1,3
1806,Italy,2016,female,1,5,2,8
1807,New Zealand,2016,female,1,4,2,7
1808,Poland,2016,female,1,2,2,5
1809,Democratic People's Republic of Korea,2016,female,1,2,1,4
1810,Denmark,2016,female,1,2,1,4
1811,Ethiopia,2016,female,1,1,3,5
1812,Bahrain,2016,female,1,1,0,2
1813,South Africa,2016,female,1,1,0,2
1814,Brazil,2016,female,1,0,2,3
1815,Belgium,2016,female,1,0,1,2
1816,Chinese Taipei,2016,female,1,0,1,2
1817,Slovenia,2016,female,1,0,1,2
1818,Argentina,2016,female,1,0,0,1
1819,Kosovo,2016,female,1,0,0,1
1820,Puerto Rico,2016,female,1,0,0,1
1821,The Bahamas,2016,female,1,0,0,1
1822,Kazakhstan,2016,female,0,2,6,8
1823,Belarus,2016,female,0,2,1,3
1824,Mexico,2016,female,0,2,0,2
1825,Azerbaijan,2016,female,0,1,3,4
1826,Switzerland,2016,female,0,1,2,3
1827,Bulgaria,2016,female,0,1,1,2
1828,Cuba,2016,female,0,1,1,2
1829,India,2016,female,0,1,1,2
1830,Serbia,2016,female,0,1,1,2
1831,Venezuela,2016,female,0,1,1,2
1832,Burundi,2016,female,0,1,0,1
1833,Indonesia,2016,female,0,1,0,1
1834,Ireland,2016,female,0,1,0,1
1835,Mongolia,2016,female,0,1,0,1
1836,Philippines,2016,female,0,1,0,1
1837,Czechia,2016,female,0,0,2,2
1838,Egypt,2016,female,0,0,2,2
1839,Tunisia,2016,female,0,0,2,2
1840,Ukraine,2016,female,0,0,2,2
1841,Côte d'Ivoire,2016,female,0,0,1,1
1842,Finland,2016,female,0,0,1,1
1843,Islamic Republic of Iran,2016,female,0,0,1,1
1844,Israel,2016,female,0,0,1,1
1845,Portugal,2016,female,0,0,1,1
1846,Türkiye,2016,female,0,0,1,1
1847,United States,2020,female,17,16,18,51
1848,People's Republic of China,2020,female,15,13,7,35
1849,Japan,2020,female,13,6,8,27
1850,Australia,2020,female,7,2,7,16
1851,Germany,2020,female,5,2,3,10
1852,ROC,2020,female,4,10,6,20
1853,Great Britain,2020,female,4,6,8,18
1854,Netherlands,2020,female,4,3,9,16
1855,Canada,2020,female,3,3,4,10
1856,Switzerland,2020,female,3,2,3,8
1857,New Zealand,2020,female,3,1,2,6
1858,Brazil,2020,female,2,3,1,6
1859,Kenya,2020,female,2,2,1,5
1860,Bulgaria,2020,female,2,1,2,5
1861,Jamaica,2020,female,2,1,2,5
1862,Serbia,2020,female,2,0,1,3
1863,Belgium,2020,female,2,0,0,2
1864,Kosovo,2020,female,2,0,0,2
1865,France,2020,female,1,4,3,8
1866,Italy,2020,female,1,3,7,11
1867,Spain,2020,female,1,3,1,5
1868,Republic of Korea,2020,female,1,2,1,4
1869,South Africa,2020,female,1,2,0,3
1870,Chinese Taipei,2020,female,1,1,4,6
1871,Türkiye,2020,female,1,1,3,5
1872,Austria,2020,female,1,1,2,4
1873,Poland,2020,female,1,1,1,3
1874,Ecuador,2020,female,1,1,0,2
1875,Philippines,2020,female,1,1,0,2
1876,Slovenia,2020,female,1,1,0,2
1877,Denmark,2020,female,1,0,3,4
1878,Egypt,2020,female,1,0,2,3
1879,Israel,2020,female,1,0,1,2
1880,Thailand,2020,female,1,0,1,2
1881,Bermuda,2020,female,1,0,0,1
1882,Croatia,2020,female,1,0,0,1
1883,Ireland,2020,female,1,0,0,1
1884,Puerto Rico,2020,female,1,0,0,1
1885,Slovakia,2020,female,1,0,0,1
1886,The Bahamas,2020,female,1,0,0,1
1887,Uganda,2020,female,1,0,0,1
1888,Venezuela,2020,female,1,0,0,1
1889,Ukraine,2020,female,0,2,6,8
1890,"Hong Kong, China",2020,female,0,2,2,4
1891,Colombia,2020,female,0,2,0,2
1892,Sweden,2020,female,0,2,0,2
1893,Azerbaijan,2020,female,0,1,2,3
1894,Belarus,2020,female,0,1,2,3
1895,India,2020,female,0,1,2,3
1896,Cuba,2020,female,0,1,1,2
1897,Dominican Republic,2020,female,0,1,1,2
1898,Hungary,2020,female,0,1,1,2
1899,Kyrgyzstan,2020,female,0,1,1,2
1900,Nigeria,2020,female,0,1,1,2
1901,Bahrain,2020,female,0,1,0,1
1902,Czechia,2020,female,0,1,0,1
1903,Lithuania,2020,female,0,1,0,1
1904,Namibia,2020,female,0,1,0,1
1905,Portugal,2020,female,0,1,0,1
1906,Romania,2020,female,0,1,0,1
1907,Turkmenistan,2020,female,0,1,0,1
1908,Ethiopia,2020,female,0,0,2,2
1909,Kazakhstan,2020,female,0,0,2,2
1910,Mongolia,2020,female,0,0,2,2
1911,Côte d'Ivoire,2020,female,0,0,1,1
1912,Estonia,2020,female,0,0,1,1
1913,Finland,2020,female,0,0,1,1
1914,Indonesia,2020,female,0,0,1,1
1915,Mexico,2020,female,0,0,1,1
1916,San Marino,2020,female,0,0,1,1
